Sales Order,Sales Above or Below Average,Draw Sales (m),Draw Sales,Draw Number,Draw Day,Sales for,Time,Balls,Jackpot Size (m),Jackpot Size,Jackpot Winners,Jackpot Won (with num),Jackpot Won,Total Winners (ths),Total Winners,Number of Winners Above or Below Average
331,Above Average,22.014014,22014014,2592,Saturday,Weekend (Sat),24-Oct-20,13  18  19  47  53  57  -  44,7.254754,7254754,0,No,No,95.598,95598,Below Average
332,Above Average,22.034944,22034944,2588,Saturday,Weekend (Sat),10-Oct-20,11  21  36  45  49  56  -  2,7.555131,7555131,0,No,No,108.731,108731,Above Average
333,Above Average,22.045772,22045772,2494,Saturday,Weekend (Sat),16-Nov-19,2  10  25  51  56  59  -  17,7.237103,7237103,0,No,No,92.614,92614,Below Average
334,Above Average,22.048852,22048852,2340,Saturday,Weekend (Sat),26-May-18,9  14  19  29  39  40  -  3,4.603805,4603805,2,Yes (2),Yes (Multiple Tickets),152.608,152608,Above Average
335,Above Average,22.07143,22071430,2476,Saturday,Weekend (Sat),14-Sep-19,6  10  14  19  26  43  -  28,7.27414,7274140,0,No,No,184.885,184885,Above Average
336,Above Average,22.099058,22099058,2386,Saturday,Weekend (Sat),03-Nov-18,16  31  41  45  47  52  -  53,5.177188,5177188,0,No,No,95.238,95238,Below Average
337,Above Average,22.105788,22105788,2248,Saturday,Weekend (Sat),08-Jul-17,1  11  18  27  32  50  -  25,3.352302,3352302,0,No,No,135.838,135838,Above Average
338,Above Average,22.176036,22176036,2388,Saturday,Weekend (Sat),10-Nov-18,7  12  17  38  42  44  -  53,2.358426,2358426,4,Yes (4),Yes (Multiple Tickets),185.998,185998,Above Average
339,Above Average,22.193216,22193216,2288,Saturday,Weekend (Sat),25-Nov-17,4  7  29  45  54  56  -  8,5.145663,5145663,0,No,No,105.838,105838,Above Average
340,Above Average,22.203922,22203922,2318,Saturday,Weekend (Sat),10-Mar-18,3  7  36  42  53  59  -  50,7.988062,7988062,1,Yes (1),Yes (Single Ticket),106.289,106289,Above Average
341,Above Average,22.252,22252000,2378,Saturday,Weekend (Sat),06-Oct-18,23  26  30  32  37  39  -  5,3.37713,3377130,0,No,No,113.349,113349,Above Average
342,Above Average,22.270164,22270164,2582,Saturday,Weekend (Sat),19-Sep-20,9  13  39  49  52  53  -  56,7.566684,7566684,0,No,No,98.61,98610,Below Average
343,Above Average,22.290474,22290474,2260,Saturday,Weekend (Sat),19-Aug-17,12  25  39  46  52  55  -  3,3.38031,3380310,0,No,No,90.885,90885,Below Average
344,Above Average,22.304596,22304596,2524,Saturday,Weekend (Sat),29-Feb-20,25  32  34  52  55  58  -  9,7.629623,7629623,0,No,No,84.864,84864,Below Average
345,Above Average,22.322526,22322526,2322,Saturday,Weekend (Sat),24-Mar-18,3  11  16  36  43  59  -  49,9.339858,9339858,1,Yes (1),Yes (Single Ticket),125.373,125373,Above Average
346,Above Average,22.348578,22348578,2290,Saturday,Weekend (Sat),02-Dec-17,4  9  13  32  46  50  -  52,9.462662,9462662,0,No,No,119.517,119517,Above Average
347,Above Average,22.406956,22406956,2277,Wednesday,Weekday (Wed),18-Oct-17,11  12  15  22  27  44  -  7,24.995407,24995407,0,No,No,163.074,163074,Above Average
348,Above Average,22.407834,22407834,2326,Saturday,Weekend (Sat),07-Apr-18,1  4  31  33  52  55  -  13,9.561853,9561853,1,Yes (1),Yes (Single Ticket),95.207,95207,Below Average
349,Above Average,22.43009,22430090,2314,Saturday,Weekend (Sat),24-Feb-18,2  11  35  40  48  55  -  7,5.283524,5283524,0,No,No,107.577,107577,Above Average
350,Above Average,22.433536,22433536,2390,Saturday,Weekend (Sat),17-Nov-18,4  5  9  12  17  42  -  32,2.627216,2627216,2,Yes (2),Yes (Multiple Tickets),235.708,235708,Above Average
351,Above Average,22.5,22500000,2400,Saturday,Weekend (Sat),22-Dec-18,4  15  17  24  32  56  -  31,7.5,7500000,2,Yes (2),Yes (Multiple Tickets),168.675,168675,Above Average
352,Above Average,22.511502,22511502,2396,Saturday,Weekend (Sat),08-Dec-18,6  23  36  38  43  48  -  17,3.807614,3807614,2,Yes (2),Yes (Multiple Tickets),132.96,132960,Above Average
353,Above Average,22.519766,22519766,2440,Saturday,Weekend (Sat),11-May-19,13  14  19  45  49  55  -  24,7.861134,7861134,0,No,No,109.108,109108,Above Average
354,Above Average,22.537548,22537548,2514,Saturday,Weekend (Sat),25-Jan-20,18  30  33  39  54  55  -  21,7.549456,7549456,0,No,No,90.824,90824,Below Average
355,Above Average,22.540062,22540062,2482,Saturday,Weekend (Sat),05-Oct-19,4  8  12  13  32  34  -  58,7.371542,7371542,0,No,No,168.338,168338,Above Average
356,Above Average,22.551814,22551814,2324,Saturday,Weekend (Sat),31-Mar-18,6  8  20  26  35  36  -  39,5.199304,5199304,0,No,No,148.675,148675,Above Average
357,Above Average,22.603746,22603746,2360,Saturday,Weekend (Sat),04-Aug-18,5  17  23  25  34  51  -  52,9.309088,9309088,0,No,No,140.533,140533,Above Average
358,Above Average,22.604566,22604566,2428,Saturday,Weekend (Sat),30-Mar-19,3  27  35  45  54  55  -  24,7.604094,7604094,0,No,No,100.5,100500,Below Average
359,Above Average,22.629966,22629966,2346,Saturday,Weekend (Sat),16-Jun-18,10  18  36  37  41  46  -  8,13.641074,13641074,0,No,No,118.445,118445,Above Average
360,Above Average,22.647176,22647176,2382,Saturday,Weekend (Sat),20-Oct-18,12  18  40  42  46  59  -  49,12.447858,12447858,0,No,No,104.585,104585,Above Average
361,Above Average,22.654366,22654366,2306,Saturday,Weekend (Sat),27-Jan-18,29  33  43  45  49  56  -  16,5.351174,5351174,0,No,No,98.82,98820,Below Average
362,Above Average,22.688596,22688596,2292,Saturday,Weekend (Sat),09-Dec-17,2  32  37  39  46  54  -  19,13.94022,13940220,0,No,No,95.111,95111,Below Average
363,Above Average,22.700122,22700122,2254,Saturday,Weekend (Sat),29-Jul-17,1  26  41  55  56  59  -  36,5.411439,5411439,0,No,No,78.27,78270,Below Average
364,Above Average,22.70837,22708370,2268,Saturday,Weekend (Sat),16-Sep-17,1  6  31  37  49  50  -  38,5.329846,5329846,0,No,No,111.89,111890,Above Average
365,Above Average,22.727158,22727158,2280,Saturday,Weekend (Sat),28-Oct-17,8  15  33  42  55  58  -  53,5.301408,5301408,0,No,No,102.958,102958,Below Average
366,Above Average,22.753004,22753004,2500,Saturday,Weekend (Sat),07-Dec-19,6  20  27  34  35  57  -  39,7.661555,7661555,0,No,No,109.226,109226,Above Average
367,Above Average,22.75473,22754730,2576,Saturday,Weekend (Sat),29-Aug-20,5  10  21  47  51  57  -  16,7.543906,7543906,0,No,No,109.515,109515,Above Average
368,Above Average,22.834616,22834616,2420,Saturday,Weekend (Sat),02-Mar-19,4  8  16  19  33  45  -  54,7.379371,7379371,0,No,No,181.769,181769,Above Average
369,Above Average,22.868406,22868406,2458,Saturday,Weekend (Sat),13-Jul-19,18  25  29  32  35  58  -  12,10.751044,10751044,0,No,No,110.291,110291,Above Average
370,Above Average,22.899264,22899264,2308,Saturday,Weekend (Sat),03-Feb-18,8  26  27  29  49  58  -  38,9.825247,9825247,0,No,No,125.042,125042,Above Average
371,Above Average,22.917712,22917712,2452,Saturday,Weekend (Sat),22-Jun-19,6  9  17  32  44  57  -  11,10.756674,10756674,0,No,No,145.317,145317,Above Average
372,Above Average,22.91856,22918560,2572,Saturday,Weekend (Sat),15-Aug-20,10  14  16  22  25  34  -  21,10.770647,10770647,1,Yes (1),Yes (Single Ticket),167.084,167084,Above Average
373,Above Average,22.92118,22921180,2262,Saturday,Weekend (Sat),26-Aug-17,20  25  34  41  42  52  -  58,8.348251,8348251,0,No,No,93.029,93029,Below Average
374,Above Average,22.938956,22938956,2226,Saturday,Weekend (Sat),22-Apr-17,4  6  34  37  42  52  -  24,5.4301,5430100,0,No,No,110.457,110457,Above Average
375,Above Average,22.968312,22968312,2235,Wednesday,Weekday (Wed),24-May-17,3  30  44  45  55  59  -  37,25.442066,25442066,0,No,No,108.319,108319,Above Average
376,Above Average,22.992648,22992648,2264,Saturday,Weekend (Sat),02-Sep-17,30  33  35  40  41  59  -  8,12.810334,12810334,0,No,No,91.32,91320,Below Average
377,Above Average,23,23000000,2496,Saturday,Weekend (Sat),23-Nov-19,23  25  28  38  47  58  -  31,25,25000000,0,No,No,155.609,155609,Above Average
378,Above Average,23.016568,23016568,2414,Saturday,Weekend (Sat),09-Feb-19,25  27  31  36  38  47  -  12,7.369767,7369767,0,No,No,130.123,130123,Above Average
379,Above Average,23.01761,23017610,2466,Saturday,Weekend (Sat),10-Aug-19,5  8  9  17  23  29  -  49,10.861287,10861287,0,No,No,230.9,230900,Above Average
380,Above Average,23.017794,23017794,2408,Saturday,Weekend (Sat),19-Jan-19,11  15  17  22  31  52  -  45,7.361168,7361168,0,No,No,149.671,149671,Above Average
381,Above Average,23.026866,23026866,2370,Saturday,Weekend (Sat),08-Sep-18,7  19  33  34  52  53  -  48,12.30843,12308430,0,No,No,105.223,105223,Above Average
382,Above Average,23.041204,23041204,2300,Saturday,Weekend (Sat),06-Jan-18,18  28  31  32  44  51  -  50,8.337171,8337171,0,No,No,118.235,118235,Above Average
383,Above Average,23.044424,23044424,2236,Saturday,Weekend (Sat),27-May-17,20  22  31  39  41  54  -  33,3.494644,3494644,0,No,No,95.806,95806,Below Average
384,Above Average,23.04929,23049290,2246,Saturday,Weekend (Sat),01-Jul-17,2  19  36  52  54  59  -  6,5.481888,5481888,0,No,No,85.337,85337,Below Average
385,Above Average,23.056916,23056916,2556,Saturday,Weekend (Sat),20-Jun-20,7  21  26  30  40  48  -  13,10.962695,10962695,0,No,No,155.677,155677,Above Average
386,Above Average,23.078374,23078374,2224,Saturday,Weekend (Sat),15-Apr-17,8  10  16  19  23  31  -  48,3.421655,3421655,1,Yes (1),Yes (Single Ticket),231.732,231732,Above Average
387,Above Average,23.080172,23080172,2278,Saturday,Weekend (Sat),21-Oct-17,3  31  37  41  44  59  -  32,3.500729,3500729,1,Yes (1),Yes (Single Ticket),107.926,107926,Above Average
388,Above Average,23.081,23081000,2250,Saturday,Weekend (Sat),15-Jul-17,7  8  14  47  56  58  -  23,8.270807,8270807,0,No,No,108.287,108287,Above Average
389,Above Average,23.082954,23082954,2294,Saturday,Weekend (Sat),16-Dec-17,22  25  35  45  46  57  -  14,17.371932,17371932,0,No,No,104.291,104291,Below Average
390,Above Average,23.09078,23090780,2270,Saturday,Weekend (Sat),23-Sep-17,17  18  26  39  54  56  -  57,9.807442,9807442,0,No,No,95.004,95004,Below Average
391,Above Average,23.091986,23091986,2372,Saturday,Weekend (Sat),15-Sep-18,25  42  48  50  55  58  -  44,16.447318,16447318,0,No,No,84.958,84958,Below Average
392,Above Average,23.118742,23118742,2348,Saturday,Weekend (Sat),23-Jun-18,1  10  15  25  31  47  -  53,17.196314,17196314,1,Yes (1),Yes (Single Ticket),181.19,181190,Above Average
393,Above Average,23.124914,23124914,2470,Saturday,Weekend (Sat),24-Aug-19,27  36  39  45  46  55  -  38,7.360035,7360035,0,No,No,104.773,104773,Above Average
394,Above Average,23.125556,23125556,2600,Saturday,Weekend (Sat),21-Nov-20,23  32  37  49  54  57  -  47,7.743072,7743072,0,No,No,95.822,95822,Below Average
395,Above Average,23.168976,23168976,2256,Saturday,Weekend (Sat),05-Aug-17,14  24  30  45  49  56  -  27,9.799014,9799014,0,No,No,108.106,108106,Above Average
396,Above Average,23.1691,23169100,2252,Saturday,Weekend (Sat),22-Jul-17,5  13  21  35  41  47  -  23,12.791049,12791049,1,Yes (1),Yes (Single Ticket),149.269,149269,Above Average
397,Above Average,23.190178,23190178,2238,Saturday,Weekend (Sat),03-Jun-17,12  19  21  38  47  51  -  48,8.496269,8496269,0,No,No,124.042,124042,Above Average
398,Above Average,23.233418,23233418,2384,Saturday,Weekend (Sat),27-Oct-18,1  6  25  26  31  39  -  56,16.543093,16543093,1,Yes (1),Yes (Single Ticket),164.509,164509,Above Average
399,Above Average,23.236428,23236428,2282,Saturday,Weekend (Sat),04-Nov-17,6  20  23  29  35  53  -  57,9.812847,9812847,0,No,No,122.779,122779,Above Average
400,Above Average,23.239786,23239786,2490,Saturday,Weekend (Sat),02-Nov-19,13  16  28  34  41  56  -  40,10.884211,10884211,0,No,No,111.73,111730,Above Average
401,Above Average,23.381598,23381598,2362,Saturday,Weekend (Sat),11-Aug-18,1  3  10  18  19  37  -  57,13.922705,13922705,1,Yes (1),Yes (Single Ticket),204.067,204067,Above Average
402,Above Average,23.383304,23383304,2310,Saturday,Weekend (Sat),10-Feb-18,3  12  15  29  51  58  -  13,14.449368,14449368,0,No,No,121.429,121429,Above Average
403,Above Average,23.39321,23393210,2332,Saturday,Weekend (Sat),28-Apr-18,3  11  37  38  43  44  -  20,13.477493,13477493,0,No,No,155.823,155823,Above Average
404,Above Average,23.413136,23413136,2546,Saturday,Weekend (Sat),16-May-20,4  20  21  44  48  52  -  34,10.848734,10848734,1,Yes (1),Yes (Single Ticket),122.161,122161,Above Average
405,Above Average,23.419582,23419582,2298,Saturday,Weekend (Sat),30-Dec-17,33  37  42  47  55  58  -  34,3.472243,3472243,0,No,No,95.118,95118,Below Average
406,Above Average,23.485464,23485464,2284,Saturday,Weekend (Sat),11-Nov-17,4  16  27  30  41  49  -  54,14.450835,14450835,0,No,No,157.732,157732,Above Average
407,Above Average,23.516308,23516308,2218,Saturday,Weekend (Sat),25-Mar-17,39  48  52  53  54  58  -  28,3.566205,3566205,0,No,No,78.068,78068,Below Average
408,Above Average,23.55378,23553780,2594,Saturday,Weekend (Sat),31-Oct-20,1  6  16  34  49  59  -  35,10.998085,10998085,0,No,No,120.89,120890,Above Average
409,Above Average,23.576398,23576398,2200,Saturday,Weekend (Sat),21-Jan-17,4  13  37  40  52  58  -  51,3.495493,3495493,0,No,No,94.301,94301,Below Average
410,Above Average,23.6305,23630500,2302,Saturday,Weekend (Sat),13-Jan-18,6  7  9  18  35  46  -  5,12.937095,12937095,0,No,No,180.765,180765,Above Average
411,Above Average,23.631382,23631382,2258,Saturday,Weekend (Sat),12-Aug-17,10  27  49  52  55  56  -  17,14.402436,14402436,1,Yes (1),Yes (Single Ticket),89.745,89745,Below Average
412,Above Average,23.657878,23657878,2272,Saturday,Weekend (Sat),30-Sep-17,13  18  21  30  50  54  -  20,14.54474,14544740,0,No,No,111.701,111701,Above Average
413,Above Average,23.71534,23715340,2266,Saturday,Weekend (Sat),09-Sep-17,4  7  13  49  56  58  -  6,16.976182,16976182,1,Yes (1),Yes (Single Ticket),120.736,120736,Above Average
414,Above Average,23.723228,23723228,2472,Saturday,Weekend (Sat),31-Aug-19,5  10  16  26  41  58  -  15,11.05882,11058820,0,No,No,138.102,138102,Above Average
415,Above Average,23.77965,23779650,2186,Saturday,Weekend (Sat),03-Dec-16,3  8  9  19  21  54  -  31,5.572309,5572309,0,No,No,196.949,196949,Above Average
416,Above Average,23.809736,23809736,2242,Saturday,Weekend (Sat),17-Jun-17,1  11  16  20  24  44  -  42,17.407211,17407211,0,No,No,195.541,195541,Above Average
417,Above Average,23.813012,23813012,2334,Saturday,Weekend (Sat),05-May-18,2  9  14  49  52  56  -  41,17.250153,17250153,0,No,No,113.605,113605,Above Average
418,Above Average,23.81618,23816180,2478,Saturday,Weekend (Sat),21-Sep-19,18  23  32  33  34  41  -  54,11.043941,11043941,0,No,No,130.481,130481,Above Average
419,Above Average,23.835694,23835694,2286,Saturday,Weekend (Sat),18-Nov-17,1  20  24  36  54  58  -  11,18.188218,18188218,1,Yes (1),Yes (Single Ticket),97.792,97792,Below Average
420,Above Average,23.838294,23838294,2404,Saturday,Weekend (Sat),05-Jan-19,18  25  27  28  32  47  -  6,7.835827,7835827,0,No,No,152.732,152732,Above Average
421,Above Average,23.866324,23866324,2240,Saturday,Weekend (Sat),10-Jun-17,10  18  28  35  36  50  -  2,13.178747,13178747,0,No,No,122.297,122297,Above Average
422,Above Average,23.872728,23872728,2484,Saturday,Weekend (Sat),12-Oct-19,23  27  30  36  40  42  -  58,11.204025,11204025,0,No,No,138.444,138444,Above Average
423,Above Average,23.929056,23929056,2228,Saturday,Weekend (Sat),29-Apr-17,24  29  30  36  46  48  -  7,9.994885,9994885,0,No,No,126.131,126131,Above Average
424,Above Average,23.94569,23945690,2220,Saturday,Weekend (Sat),01-Apr-17,1  2  11  23  25  54  -  14,8.647634,8647634,0,No,No,171.014,171014,Above Average
425,Above Average,23.966954,23966954,2374,Saturday,Weekend (Sat),22-Sep-18,5  16  18  20  25  55  -  36,20.125455,20125455,0,No,No,160.456,160456,Above Average
426,Above Average,23.985282,23985282,2222,Saturday,Weekend (Sat),08-Apr-17,14  23  36  45  47  50  -  21,13.409218,13409218,0,No,No,112.583,112583,Above Average
427,Above Average,23.989648,23989648,2182,Saturday,Weekend (Sat),19-Nov-16,5  7  8  16  28  37  -  40,5.563528,5563528,0,No,No,227.778,227778,Above Average
428,Above Average,24,24000000,2578,Saturday,Weekend (Sat),05-Sep-20,3  11  28  36  38  47  -  32,20,20000000,0,No,No,203.021,203021,Above Average
429,Above Average,24,24000000,2596,Saturday,Weekend (Sat),07-Nov-20,3  33  45  50  52  56  -  44,20,20000000,0,No,No,132.952,132952,Above Average
430,Above Average,24.040068,24040068,2312,Saturday,Weekend (Sat),17-Feb-18,5  8  9  10  38  53  -  56,18.139352,18139352,1,Yes (1),Yes (Single Ticket),161.735,161735,Above Average
431,Above Average,24.084044,24084044,2204,Saturday,Weekend (Sat),04-Feb-17,6  9  27  30  40  50  -  22,5.61004,5610040,0,No,No,151.236,151236,Above Average
432,Above Average,24.120002,24120002,2210,Saturday,Weekend (Sat),25-Feb-17,18  24  34  38  41  49  -  26,5.590553,5590553,0,No,No,125.598,125598,Above Average
433,Above Average,24.163538,24163538,2304,Saturday,Weekend (Sat),20-Jan-18,2  10  19  28  29  31  -  47,8.6132,8613200,2,Yes (2),Yes (Multiple Tickets),223.928,223928,Above Average
434,Above Average,24.1803,24180300,2196,Saturday,Weekend (Sat),07-Jan-17,8  16  33  36  45  51  -  38,5.689783,5689783,0,No,No,119.559,119559,Above Average
435,Above Average,24.259924,24259924,2180,Saturday,Weekend (Sat),12-Nov-16,3  11  16  31  44  55  -  8,5.672414,5672414,1,Yes (1),Yes (Single Ticket),164.269,164269,Above Average
436,Above Average,24.274362,24274362,2422,Saturday,Weekend (Sat),09-Mar-19,22  27  35  40  46  52  -  2,11.252974,11252974,0,No,No,107.163,107163,Above Average
437,Above Average,24.302116,24302116,2202,Saturday,Weekend (Sat),28-Jan-17,5  21  23  34  43  45  -  20,4.369877,4369877,2,Yes (2),Yes (Multiple Tickets),152.687,152687,Above Average
438,Above Average,24.342474,24342474,2206,Saturday,Weekend (Sat),11-Feb-17,15  18  23  42  43  52  -  28,10.376181,10376181,0,No,No,123.921,123921,Above Average
439,Above Average,24.34996,24349960,2438,Saturday,Weekend (Sat),04-May-19,16  17  35  39  40  55  -  41,4.383861,4383861,0,No,No,106.838,106838,Above Average
440,Above Average,24.352374,24352374,2230,Saturday,Weekend (Sat),06-May-17,5  34  36  38  39  48  -  30,14.794798,14794798,0,No,No,120.926,120926,Above Average
441,Above Average,24.376722,24376722,2430,Saturday,Weekend (Sat),06-Apr-19,5  8  22  33  36  43  -  21,11.39999,11399990,1,Yes (1),Yes (Single Ticket),163.525,163525,Above Average
442,Above Average,24.384794,24384794,2178,Saturday,Weekend (Sat),05-Nov-16,8  12  16  26  45  49  -  27,1.807674,1807674,2,Yes (2),Yes (Multiple Tickets),178.756,178756,Above Average
443,Above Average,24.46008,24460080,2336,Saturday,Weekend (Sat),12-May-18,1  15  21  30  35  44  -  5,21.044592,21044592,1,Yes (1),Yes (Single Ticket),157.593,157593,Above Average
444,Above Average,24.47115,24471150,2188,Saturday,Weekend (Sat),10-Dec-16,11  26  31  32  33  46  -  20,10.343595,10343595,0,No,No,139.499,139499,Above Average
445,Above Average,24.582902,24582902,2174,Saturday,Weekend (Sat),22-Oct-16,9  19  26  27  45  50  -  23,3.64472,3644720,0,No,No,154.681,154681,Above Average
446,Above Average,24.615842,24615842,2410,Saturday,Weekend (Sat),26-Jan-19,29  40  42  47  51  56  -  45,11.202778,11202778,0,No,No,93.883,93883,Below Average
447,Above Average,24.62208,24622080,2198,Saturday,Weekend (Sat),14-Jan-17,14  19  21  36  53  54  -  33,10.526484,10526484,0,No,No,105.946,105946,Above Average
448,Above Average,24.716374,24716374,2442,Saturday,Weekend (Sat),18-May-19,7  22  23  26  31  54  -  3,11.708252,11708252,0,No,No,158.007,158007,Above Average
449,Above Average,24.753416,24753416,2212,Saturday,Weekend (Sat),04-Mar-17,24  38  39  40  49  56  -  21,10.369492,10369492,0,No,No,101.272,101272,Below Average
450,Above Average,24.838762,24838762,2184,Saturday,Weekend (Sat),26-Nov-16,1  2  28  40  48  49  -  17,10.394608,10394608,1,Yes (1),Yes (Single Ticket),146.789,146789,Above Average
451,Above Average,24.843392,24843392,2436,Saturday,Weekend (Sat),27-Apr-19,1  7  26  34  52  53  -  10,11.396192,11396192,0,No,No,115.356,115356,Above Average
452,Above Average,24.867038,24867038,2244,Saturday,Weekend (Sat),24-Jun-17,4  16  26  39  42  54  -  24,21.387231,21387231,1,Yes (1),Yes (Single Ticket),132.403,132403,Above Average
453,Above Average,24.868568,24868568,2214,Saturday,Weekend (Sat),11-Mar-17,6  15  23  29  55  57  -  46,15.207601,15207601,0,No,No,125.55,125550,Above Average
454,Above Average,25.028796,25028796,2216,Saturday,Weekend (Sat),18-Mar-17,3  8  19  26  37  41  -  43,19.132964,19132964,1,Yes (1),Yes (Single Ticket),186.6,186600,Above Average
455,Above Average,25.033346,25033346,2232,Saturday,Weekend (Sat),13-May-17,7  14  15  21  23  57  -  52,18.754003,18754003,0,No,No,187.758,187758,Above Average
456,Above Average,25.117294,25117294,2274,Saturday,Weekend (Sat),07-Oct-17,15  20  30  37  47  51  -  21,18.509759,18509759,0,No,No,113.316,113316,Above Average
457,Above Average,25.121764,25121764,2208,Saturday,Weekend (Sat),18-Feb-17,11  13  21  37  49  59  -  4,15.3429,15342900,1,Yes (1),Yes (Single Ticket),133.4,133400,Above Average
458,Above Average,25.153378,25153378,2376,Saturday,Weekend (Sat),29-Sep-18,17  36  40  44  54  58  -  27,24.284997,24284997,0,No,No,106.629,106629,Above Average
459,Above Average,25.154284,25154284,2176,Saturday,Weekend (Sat),29-Oct-16,7  8  16  24  29  58  -  42,9.075232,9075232,0,No,No,177.781,177781,Above Average
460,Above Average,25.274272,25274272,2190,Saturday,Weekend (Sat),17-Dec-16,2  11  18  32  40  54  -  8,15.2876,15287600,0,No,No,136.84,136840,Above Average
461,Above Average,25.290612,25290612,2502,Saturday,Weekend (Sat),14-Dec-19,2  21  23  32  44  49  -  56,11.598525,11598525,0,No,No,165.604,165604,Above Average
462,Above Average,25.449652,25449652,2564,Saturday,Weekend (Sat),18-Jul-20,1  20  24  32  33  42  -  30,11.499676,11499676,0,No,No,139.076,139076,Above Average
463,Above Average,25.518294,25518294,2584,Saturday,Weekend (Sat),26-Sep-20,1  19  35  38  54  55  -  45,11.496937,11496937,0,No,No,107.731,107731,Above Average
464,Above Average,25.558702,25558702,2416,Saturday,Weekend (Sat),16-Feb-19,11  15  18  43  46  51  -  12,16.502197,16502197,0,No,No,127.179,127179,Above Average
465,Above Average,25.618364,25618364,2276,Saturday,Weekend (Sat),14-Oct-17,6  22  40  43  47  58  -  42,22.673298,22673298,0,No,No,117.611,117611,Above Average
466,Above Average,25.665076,25665076,2526,Saturday,Weekend (Sat),07-Mar-20,5  29  35  36  40  44  -  42,11.578001,11578001,0,No,No,145.091,145091,Above Average
467,Above Average,26.159846,26159846,2516,Saturday,Weekend (Sat),01-Feb-20,7  42  44  47  58  59  -  52,11.574206,11574206,0,No,No,117.969,117969,Above Average
468,Above Average,26.22638,26226380,2168,Saturday,Weekend (Sat),01-Oct-16,4  5  18  28  43  58  -  55,14.49459,14494590,0,No,No,158.348,158348,Above Average
469,Above Average,26.453728,26453728,2234,Saturday,Weekend (Sat),20-May-17,7  8  13  29  43  53  -  16,23.03673,23036730,1,Yes (1),Yes (Single Ticket),166.969,166969,Above Average
470,Above Average,27.581122,27581122,2170,Saturday,Weekend (Sat),08-Oct-16,11  17  20  32  40  42  -  27,19.422626,19422626,0,No,No,171.366,171366,Above Average
471,Above Average,28.130718,28130718,2172,Saturday,Weekend (Sat),15-Oct-16,14  16  25  42  46  51  -  53,24.226822,24226822,0,No,No,134.025,134025,Above Average
472,Above Average,28.309662,28309662,2602,Saturday,Weekend (Sat),28-Nov-20,9  27  35  45  46  57  -  32,12.032594,12032594,0,No,No,146.104,146104,Above Average
473,Above Average,31.81582,31815820,2296,Saturday,Weekend (Sat),23-Dec-17,20  32  36  44  47  56  -  41,22.331857,22331857,0,No,No,145.589,145589,Above Average
474,Above Average,34.233772,34233772,2192,Saturday,Weekend (Sat),24-Dec-16,16  19  29  46  54  58  -  12,20.765992,20765992,0,No,No,151.442,151442,Above Average
475,Above Average,34.554072,34554072,2194,Saturday,Weekend (Sat),31-Dec-16,10  17  35  41  51  54  -  25,26.293902,26293902,0,No,No,152.415,152415,Above Average
